2022-11-07 12:14:00 startup archives unpack
2022-11-08 10:17:24 status unpacked linux-modules-extra-5.4.0-131-generic:amd64 5.4.0-131.147~18.04.1
2022-11-08 10:17:24 status half-configured linux-modules-extra-5.4.0-131-generic:amd64 5.4.0-131.147~18.04.1
2022-11-08 10:17:24 status installed linux-modules-extra-5.4.0-131-generic:amd64 5.4.0-131.147~18.04.1
2022-11-08 10:17:24 configure linux-image-generic-hwe-18.04:amd64 5.4.0.131.147~18.04.108 <none>
2022-11-08 10:17:24 status unpacked linux-image-generic-hwe-18.04:amd64 5.4.0.131.147~18.04.108
2022-11-08 10:17:24 status half-configured linux-image-generic-hwe-18.04:amd64 5.4.0.131.147~18.04.108
2022-11-08 10:17:24 status installed linux-image-generic-hwe-18.04:amd64 5.4.0.131.147~18.04.108
2022-11-08 10:17:24 configure linux-generic-hwe-18.04:amd64 5.4.0.131.147~18.04.108 <none>
2022-11-08 10:17:24 status unpacked linux-generic-hwe-18.04:amd64 5.4.0.131.147~18.04.108
2022-11-08 10:17:24 status half-configured linux-generic-hwe-18.04:amd64 5.4.0.131.147~18.04.108
2022-11-08 10:17:24 status installed linux-generic-hwe-18.04:amd64 5.4.0.131.147~18.04.108
2022-11-08 10:17:24 trigproc linux-image-5.4.0-131-generic:amd64 5.4.0-131.147~18.04.1 <none>
2022-11-08 10:17:24 status half-configured linux-image-5.4.0-131-generic:amd64 5.4.0-131.147~18.04.1
2022-11-08 10:17:31 status installed linux-image-5.4.0-131-generic:amd64 5.4.0-131.147~18.04.1
2022-11-08 10:17:34 startup archives unpack
2022-11-08 10:17:34 upgrade libirs160:amd64 1:9.11.3+dfsg-1ubuntu1.14 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status triggers-pending libc-bin:amd64 2.27-3ubuntu1.5
2022-11-08 10:17:34 status half-configured libirs160:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status unpacked libirs160:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status half-installed libirs160:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status half-installed libirs160:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status unpacked libirs160:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status unpacked libirs160:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 upgrade dnsutils:amd64 1:9.11.3+dfsg-1ubuntu1.14 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status half-configured dnsutils:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status unpacked dnsutils:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status half-installed dnsutils:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-08 10:17:34 status half-installed dnsutils:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status unpacked dnsutils:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status unpacked dnsutils:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 upgrade bind9-host:amd64 1:9.11.3+dfsg-1ubuntu1.14 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status half-configured bind9-host:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status unpacked bind9-host:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status half-installed bind9-host:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status half-installed bind9-host:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status unpacked bind9-host:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status unpacked bind9-host:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 upgrade libbind9-160:amd64 1:9.11.3+dfsg-1ubuntu1.14 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status half-configured libbind9-160:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status unpacked libbind9-160:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status half-installed libbind9-160:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status half-installed libbind9-160:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status unpacked libbind9-160:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status unpacked libbind9-160:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 upgrade libisccfg160:amd64 1:9.11.3+dfsg-1ubuntu1.14 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status half-configured libisccfg160:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status unpacked libisccfg160:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status half-installed libisccfg160:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status half-installed libisccfg160:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status unpacked libisccfg160:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status unpacked libisccfg160:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 upgrade libisccc160:amd64 1:9.11.3+dfsg-1ubuntu1.14 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status half-configured libisccc160:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status unpacked libisccc160:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status half-installed libisccc160:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status half-installed libisccc160:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status unpacked libisccc160:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status unpacked libisccc160:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 upgrade libdns1100:amd64 1:9.11.3+dfsg-1ubuntu1.14 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status half-configured libdns1100:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status unpacked libdns1100:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status half-installed libdns1100:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status half-installed libdns1100:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status unpacked libdns1100:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status unpacked libdns1100:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 upgrade libisc169:amd64 1:9.11.3+dfsg-1ubuntu1.14 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status half-configured libisc169:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status unpacked libisc169:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status half-installed libisc169:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status half-installed libisc169:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status unpacked libisc169:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status unpacked libisc169:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 upgrade liblwres160:amd64 1:9.11.3+dfsg-1ubuntu1.14 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status half-configured liblwres160:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status unpacked liblwres160:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status half-installed liblwres160:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status half-installed liblwres160:amd64 1:9.11.3+dfsg-1ubuntu1.14
2022-11-08 10:17:34 status unpacked liblwres160:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status unpacked liblwres160:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 startup packages configure
2022-11-08 10:17:34 configure libisc169:amd64 1:9.11.3+dfsg-1ubuntu1.18 <none>
2022-11-08 10:17:34 status unpacked libisc169:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status half-configured libisc169:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status installed libisc169:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 configure libisccc160:amd64 1:9.11.3+dfsg-1ubuntu1.18 <none>
2022-11-08 10:17:34 status unpacked libisccc160:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status half-configured libisccc160:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status installed libisccc160:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 configure libdns1100:amd64 1:9.11.3+dfsg-1ubuntu1.18 <none>
2022-11-08 10:17:34 status unpacked libdns1100:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status half-configured libdns1100:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status installed libdns1100:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 configure liblwres160:amd64 1:9.11.3+dfsg-1ubuntu1.18 <none>
2022-11-08 10:17:34 status unpacked liblwres160:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status half-configured liblwres160:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status installed liblwres160:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 configure libisccfg160:amd64 1:9.11.3+dfsg-1ubuntu1.18 <none>
2022-11-08 10:17:34 status unpacked libisccfg160:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status half-configured libisccfg160:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status installed libisccfg160:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 configure libirs160:amd64 1:9.11.3+dfsg-1ubuntu1.18 <none>
2022-11-08 10:17:34 status unpacked libirs160:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status half-configured libirs160:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status installed libirs160:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 configure libbind9-160:amd64 1:9.11.3+dfsg-1ubuntu1.18 <none>
2022-11-08 10:17:34 status unpacked libbind9-160:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status half-configured libbind9-160:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status installed libbind9-160:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 configure bind9-host:amd64 1:9.11.3+dfsg-1ubuntu1.18 <none>
2022-11-08 10:17:34 status unpacked bind9-host:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status half-configured bind9-host:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status installed bind9-host:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 configure dnsutils:amd64 1:9.11.3+dfsg-1ubuntu1.18 <none>
2022-11-08 10:17:34 status unpacked dnsutils:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status half-configured dnsutils:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 status installed dnsutils:amd64 1:9.11.3+dfsg-1ubuntu1.18
2022-11-08 10:17:34 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2022-11-08 10:17:34 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2022-11-08 10:17:35 status installed man-db:amd64 2.8.3-2ubuntu0.1
2022-11-08 10:17:35 trigproc libc-bin:amd64 2.27-3ubuntu1.5 <none>
2022-11-08 10:17:35 status half-configured libc-bin:amd64 2.27-3ubuntu1.5
2022-11-08 10:17:35 status installed libc-bin:amd64 2.27-3ubuntu1.5
2022-11-08 10:17:37 startup archives unpack
2022-11-08 10:17:37 upgrade libcupscgi1:amd64 2.2.7-1ubuntu2.8 2.2.7-1ubuntu2.9
2022-11-08 10:17:37 status triggers-pending libc-bin:amd64 2.27-3ubuntu1.5
2022-11-08 10:17:37 status half-configured libcupscgi1:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:37 status unpacked libcupscgi1:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:37 status half-installed libcupscgi1:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:37 status half-installed libcupscgi1:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:37 status unpacked libcupscgi1:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:37 status unpacked libcupscgi1:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:37 upgrade cups-ipp-utils:amd64 2.2.7-1ubuntu2.8 2.2.7-1ubuntu2.9
2022-11-08 10:17:37 status half-configured cups-ipp-utils:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:37 status unpacked cups-ipp-utils:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:37 status half-installed cups-ipp-utils:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-08 10:17:38 status half-installed cups-ipp-utils:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status unpacked cups-ipp-utils:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:38 status unpacked cups-ipp-utils:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:38 upgrade cups-core-drivers:amd64 2.2.7-1ubuntu2.8 2.2.7-1ubuntu2.9
2022-11-08 10:17:38 status half-configured cups-core-drivers:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status unpacked cups-core-drivers:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status half-installed cups-core-drivers:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status half-installed cups-core-drivers:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status unpacked cups-core-drivers:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:38 status unpacked cups-core-drivers:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:38 upgrade libcupsmime1:amd64 2.2.7-1ubuntu2.8 2.2.7-1ubuntu2.9
2022-11-08 10:17:38 status half-configured libcupsmime1:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status unpacked libcupsmime1:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status half-installed libcupsmime1:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status half-installed libcupsmime1:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status unpacked libcupsmime1:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:38 status unpacked libcupsmime1:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:38 upgrade libcupsimage2:amd64 2.2.7-1ubuntu2.8 2.2.7-1ubuntu2.9
2022-11-08 10:17:38 status half-configured libcupsimage2:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status unpacked libcupsimage2:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status half-installed libcupsimage2:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status half-installed libcupsimage2:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status unpacked libcupsimage2:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:38 status unpacked libcupsimage2:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:38 upgrade libcupsppdc1:amd64 2.2.7-1ubuntu2.8 2.2.7-1ubuntu2.9
2022-11-08 10:17:38 status half-configured libcupsppdc1:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status unpacked libcupsppdc1:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status half-installed libcupsppdc1:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status half-installed libcupsppdc1:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status unpacked libcupsppdc1:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:38 status unpacked libcupsppdc1:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:38 upgrade cups-bsd:amd64 2.2.7-1ubuntu2.8 2.2.7-1ubuntu2.9
2022-11-08 10:17:38 status half-configured cups-bsd:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status unpacked cups-bsd:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status half-installed cups-bsd:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status half-installed cups-bsd:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status unpacked cups-bsd:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:38 status unpacked cups-bsd:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:38 upgrade cups-client:amd64 2.2.7-1ubuntu2.8 2.2.7-1ubuntu2.9
2022-11-08 10:17:38 status half-configured cups-client:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status unpacked cups-client:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status half-installed cups-client:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status half-installed cups-client:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status unpacked cups-client:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:38 status unpacked cups-client:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:38 upgrade cups-daemon:amd64 2.2.7-1ubuntu2.8 2.2.7-1ubuntu2.9
2022-11-08 10:17:38 status half-configured cups-daemon:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status unpacked cups-daemon:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status half-installed cups-daemon:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status triggers-pending systemd:amd64 237-3ubuntu10.56
2022-11-08 10:17:38 status triggers-pending ureadahead:amd64 0.100.0-21
2022-11-08 10:17:38 status triggers-pending ufw:all 0.36-0ubuntu0.18.04.1
2022-11-08 10:17:38 status half-installed cups-daemon:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status unpacked cups-daemon:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:38 status unpacked cups-daemon:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:38 upgrade libcups2:amd64 2.2.7-1ubuntu2.8 2.2.7-1ubuntu2.9
2022-11-08 10:17:38 status half-configured libcups2:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status unpacked libcups2:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status half-installed libcups2:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status half-installed libcups2:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:38 status unpacked libcups2:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:38 status unpacked libcups2:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:39 upgrade cups:amd64 2.2.7-1ubuntu2.8 2.2.7-1ubuntu2.9
2022-11-08 10:17:39 status half-configured cups:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:39 status unpacked cups:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:39 status half-installed cups:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:39 status half-installed cups:amd64 2.2.7-1ubuntu2.8
2022-11-08 10:17:39 status unpacked cups:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:39 status unpacked cups:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:39 startup packages configure
2022-11-08 10:17:39 configure libcups2:amd64 2.2.7-1ubuntu2.9 <none>
2022-11-08 10:17:39 status unpacked libcups2:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:39 status half-configured libcups2:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:39 status installed libcups2:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:39 configure cups-ipp-utils:amd64 2.2.7-1ubuntu2.9 <none>
2022-11-08 10:17:39 status unpacked cups-ipp-utils:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:39 status half-configured cups-ipp-utils:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:39 status installed cups-ipp-utils:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:39 configure libcupsmime1:amd64 2.2.7-1ubuntu2.9 <none>
2022-11-08 10:17:39 status unpacked libcupsmime1:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:39 status half-configured libcupsmime1:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:39 status installed libcupsmime1:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:39 configure cups-daemon:amd64 2.2.7-1ubuntu2.9 <none>
2022-11-08 10:17:39 status unpacked cups-daemon:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:39 status unpacked cups-daemon:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:39 status unpacked cups-daemon:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:39 status unpacked cups-daemon:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:39 status unpacked cups-daemon:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:39 status unpacked cups-daemon:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:39 status unpacked cups-daemon:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:39 status half-configured cups-daemon:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:39 status installed cups-daemon:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:39 configure cups-core-drivers:amd64 2.2.7-1ubuntu2.9 <none>
2022-11-08 10:17:39 status unpacked cups-core-drivers:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:40 status half-configured cups-core-drivers:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:40 status installed cups-core-drivers:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:40 configure libcupsppdc1:amd64 2.2.7-1ubuntu2.9 <none>
2022-11-08 10:17:40 status unpacked libcupsppdc1:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:40 status half-configured libcupsppdc1:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:40 status installed libcupsppdc1:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:40 configure libcupsimage2:amd64 2.2.7-1ubuntu2.9 <none>
2022-11-08 10:17:40 status unpacked libcupsimage2:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:40 status half-configured libcupsimage2:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:40 status installed libcupsimage2:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:40 configure cups-client:amd64 2.2.7-1ubuntu2.9 <none>
2022-11-08 10:17:40 status unpacked cups-client:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:40 status half-configured cups-client:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:40 status installed cups-client:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:40 configure libcupscgi1:amd64 2.2.7-1ubuntu2.9 <none>
2022-11-08 10:17:40 status unpacked libcupscgi1:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:40 status half-configured libcupscgi1:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:40 status installed libcupscgi1:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:40 configure cups:amd64 2.2.7-1ubuntu2.9 <none>
2022-11-08 10:17:40 status unpacked cups:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:40 status unpacked cups:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:40 status half-configured cups:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:44 status installed cups:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:44 configure cups-bsd:amd64 2.2.7-1ubuntu2.9 <none>
2022-11-08 10:17:44 status unpacked cups-bsd:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:44 status half-configured cups-bsd:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:45 status installed cups-bsd:amd64 2.2.7-1ubuntu2.9
2022-11-08 10:17:45 trigproc systemd:amd64 237-3ubuntu10.56 <none>
2022-11-08 10:17:45 status half-configured systemd:amd64 237-3ubuntu10.56
2022-11-08 10:17:45 status installed systemd:amd64 237-3ubuntu10.56
2022-11-08 10:17:45 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2022-11-08 10:17:45 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2022-11-08 10:17:46 status installed man-db:amd64 2.8.3-2ubuntu0.1
2022-11-08 10:17:46 trigproc ufw:all 0.36-0ubuntu0.18.04.1 <none>
2022-11-08 10:17:46 status half-configured ufw:all 0.36-0ubuntu0.18.04.1
2022-11-08 10:17:46 status installed ufw:all 0.36-0ubuntu0.18.04.1
2022-11-08 10:17:46 trigproc ureadahead:amd64 0.100.0-21 <none>
2022-11-08 10:17:46 status half-configured ureadahead:amd64 0.100.0-21
2022-11-08 10:17:46 status installed ureadahead:amd64 0.100.0-21
2022-11-08 10:17:46 trigproc libc-bin:amd64 2.27-3ubuntu1.5 <none>
2022-11-08 10:17:46 status half-configured libc-bin:amd64 2.27-3ubuntu1.5
2022-11-08 10:17:46 status installed libc-bin:amd64 2.27-3ubuntu1.5
2022-11-08 10:17:48 startup archives unpack
2022-11-08 10:17:48 upgrade gpg-wks-client:amd64 2.2.4-1ubuntu1.4 2.2.4-1ubuntu1.6
2022-11-08 10:17:48 status half-configured gpg-wks-client:amd64 2.2.4-1ubuntu1.4
2022-11-08 10:17:48 status unpacked gpg-wks-client:amd64 2.2.4-1ubuntu1.4
2022-11-08 10:17:48 status half-installed gpg-wks-client:amd64 2.2.4-1ubuntu1.4
2022-11-08 10:17:48 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-08 10:17:48 status half-installed gpg-wks-client:amd64 2.2.4-1ubuntu1.4
2022-11-08 10:17:48 status unpacked gpg-wks-client:amd64 2.2.4-1ubuntu1.6
2022-11-08 10:17:48 status unpacked gpg-wks-client:amd64 2.2.4-1ubuntu1.6
2022-11-08 10:17:48 upgrade dirmngr:amd64 2.2.4-1ubuntu1.4 2.2.4-1ubuntu1.6
2022-11-08 10:17:48 status half-configured dirmngr:amd64 2.2.4-1ubuntu1.4
2022-11-08 10:17:48 status unpacked dirmngr:amd64 2.2.4-1ubuntu1.4
2022-11-08 10:17:48 status half-installed dirmngr:amd64 2.2.4-1ubuntu1.4
2022-11-08 10:17:48 status half-installed dirmngr:amd64 2.2.4-1ubuntu1.4
2022-11-08 10:17:48 status unpacked dirmngr:amd64 2.2.4-1ubuntu1.6
2022-11-08 10:17:48 status unpacked dirmngr:amd64 2.2.4-1ubuntu1.6
2022-11-08 10:17:48 upgrade gnupg-l10n:all 2.2.4-1ubuntu1.4 2.2.4-1ubuntu1.6
